0.000000000000000000e+00 -6.741003768224915725e-03
3.128230575688561999e-05 -6.740787539181744212e-03
1.964255818831528444e-04 -6.739483233486985927e-03
5.724228131720465740e-04 -6.736545987298776621e-03
1.167309634675373076e-03 -6.736788677870418282e-03
1.986824682959076327e-03 -6.726502407451929490e-03
3.038973685542956105e-03 -6.719062128680592695e-03
4.334321653254313844e-03 -6.708203318208036565e-03
5.886325690529492505e-03 -6.695514243686190650e-03
7.711756578138162510e-03 -6.682632418442992911e-03
9.831224431450236168e-03 -6.665026158935672893e-03
1.226982169134638312e-02 -6.649266516526698180e-03
1.505789554361314231e-02 -6.634066471719515974e-03
1.823195938637223179e-02 -6.601305616149597509e-03
2.183574890217698794e-02 -6.572823590081276583e-03
2.592142315281931175e-02 -6.552427594740735384e-03
3.055090622391953836e-02 -6.514350006039470488e-03
3.579736247838471996e-02 -6.552491102581041449e-03
4.174680100320626863e-02 -6.442251231391739504e-03
4.849981432746286458e-02 -6.396462584435394505e-03
5.617347297192099020e-02 -6.313412738303837354e-03
6.490341805787669394e-02 -6.293554654477256927e-03
7.484621408710978585e-02 -6.185168957185239492e-03
8.618203832661541774e-02 -6.158293161882552949e-03
9.911779002952925133e-02 -6.012200902456121647e-03
1.138907037261160937e-01 -5.968715274817954289e-03
1.307725499612666376e-01 -5.852164469739341152e-03
1.500745079815568594e-01 -5.661705380688867965e-03
1.721528002108230204e-01 -5.518327281318610722e-03
1.974151883853358935e-01 -5.244440355095510674e-03
2.263284455098713011e-01 -4.977964136888942542e-03
2.594269356364420354e-01 -4.895626224078955188e-03
2.973224543867170055e-01 -4.452551615679433555e-03
3.407155069566791816e-01 -4.149223459282459781e-03
3.904082271521169822e-01 -3.790102944144537345e-03
4.473191710854806935e-01 -3.315088622197796212e-03
5.125002528580724359e-01 -2.690193672071899880e-03
5.871561272474290494e-01 -2.088153562782327395e-03
6.726663664338272675e-01 -1.382530505033918201e-03
7.706108243519971257e-01 -1.303435966143625963e-03
8.827986333248216688e-01 -9.972383808310193980e-04
1.011301332853331569e+00 -8.152084983551692978e-04
1.158490688811175673e+00 -6.462334597918552694e-04
1.327081820896802711e+00 -2.502843381931970030e-04
1.520182313616569303e+00 -2.463738436540885727e-04
1.741348035607337419e+00 -1.611765075423784760e-04
1.994646424600365897e+00 -1.078535297412474626e-04
2.284727996361773705e+00 -5.190245646556964639e-05
2.616906783272998638e+00 -5.088918726616415745e-05
2.997250267973128324e+00 -3.905380814310800935e-05
3.432679098766466819e+00 -2.765859982952101578e-05
3.931076380761394873e+00 -2.367837739652743292e-05
4.501405519327067672e+00 -1.966449012354118566e-05
5.153834291116476507e+00 -1.215372063523748325e-05
5.899860807835610288e+00 -1.159961649685008268e-05
6.752434010967844458e+00 -8.050216666137216499e-06
7.726056886403965152e+00 -6.804434063497508215e-06
8.836854216599975942e+00 -3.000935027068111910e-05
1.010257784559788696e+01 -3.688931921073451751e-06
1.154251065603927273e+01 -2.869557602326977334e-06
1.317721567390402448e+01 -2.135127725380327310e-06
1.502805982800870588e+01 -1.141613535345211747e-06
1.711642576285378325e+01 -9.134042972866919956e-07
1.946251598565962126e+01 -5.981581659708395359e-07
2.208366270430585132e+01 -3.733191059759868244e-07
2.499210069501037879e+01 -1.635909934132748659e-07
2.819225899421777726e+01 -1.532598967146494571e-07
3.167779322319149671e+01 -2.224711210233175692e-07
3.542880236243343717e+01 -7.398324318146335189e-08
3.940989332111730192e+01 -9.081051704974028919e-08
4.356986011388988800e+01 -1.372773302545104497e-07
4.784359732446984736e+01 -2.607145736962911276e-07
5.215640267553003184e+01 -7.323054626434403994e-07
5.643013988611016174e+01 -8.119115225060843828e-07
